"budget","revenue","vote_average","runtime","popularity"
61000000,95696996,6.9,124,37.378081
60000000,108255770,6.6,97,30.656345
75000000,46683377,6.3,104,15.142701
60000000,469160692,7.5,100,59.547928
0,0,5.3,115,19.998581
60000000,43061982,6,101,27.615108
60000000,105200903,6.2,113,29.041198
60000000,62357900,4.6,97,25.293538
60000000,122233971,7,134,23.85119
60000000,87784194,6.7,127,21.685719
78146652,6e+07,5.7,125,13.630049
65000000,36850101,5.1,94,6.80692
60000000,77920346,5.8,108,15.352807
70000000,104945765,5.6,91,23.661071
60000000,67312826,6.1,117,21.605533
60000000,119940815,5.8,100,22.620125
0,0,6.6,111,18.587114
80000000,74901339,6.2,117,24.657931
60000000,33956608,5.8,110,12.621769
60000000,55003135,5.7,96,21.08952
60000000,73174566,5.9,101,18.380176
60000000,0,6,111,18.877795
60000000,31720158,6.6,109,17.299333
80000000,39459427,6.3,126,16.848899
60000000,47383689,7.4,122,21.547446
0,141702264,5.1,78,16.930969
60000000,71073932,4.7,101,36.689223
60000000,78309131,5.4,87,28.350927
60000000,26288320,6.6,86,18.815442
60000000,26673242,6.5,96,29.787135
60000000,52322400,6.1,104,8.927137
50000000,49111202,5.7,121,15.213484
60000000,17800000,6.3,140,13.155999
72000000,27642707,7,131,15.433244
90000000,14828081,4.9,91,5.762037
60000000,30800231,6,118,22.736038
60000000,90565421,6.2,130,45.514031
60000000,50650079,5,90,18.676291
30000000,25473093,5.3,105,14.376463
80000000,0,5.7,122,14.298297
60000000,57490374,6,106,27.018886
60000000,39031337,4.7,103,14.84856
60000000,30418560,5.4,106,52.417529
60000000,0,4.1,127,15.406173
35000000,0,6.7,127,6.523472
68490000,193677158,6,120,4.72629
80000000,10166502,6.8,132,8.923215
58000000,783112979,7.4,108,514.569956
60000000,0,4.9,114,9.265672
58800000,542307423,7.4,133,87.53437
58000000,158162788,6.2,103,45.351617
58000000,102854431,6.5,95,13.43573
83000000,59468275,4.4,90,6.248309
63000000,189015611,5.7,102,31.294717
58000000,41299492,5.7,114,7.739276
60000000,0,4.9,119,19.694695
58000000,85280250,5.1,103,14.403696
58000000,4.4e+07,6.1,119,1.551497
60000000,300228084,5.8,97,2.143764
58000000,50365377,5.9,125,12.29603
57000000,152944660,7.2,144,33.8473
70000000,58058367,5.5,116,21.723897
57000000,115267375,6.4,103,31.791979
60000000,61347797,6,97,14.113066
57000000,149217355,4.7,95,48.622278
57000000,62112895,5.5,131,9.061866
56000000,113006880,5.8,95,35.4763
56000000,57223890,6,86,23.438398
55000000,677945399,8.2,142,138.133331
60000000,361366633,5.5,92,47.336034
55000000,330444045,6.6,108,29.97224
55000000,346079773,6.7,81,47.845589
55000000,300218018,6.9,143,48.507081
54000000,128769345,5.4,95,20.28119
70000000,368100420,6.4,118,34.576913
55000000,0,5.4,92,22.573237
55000000,231449203,6,103,36.194802
55000000,9.5e+07,7.6,134,52.786917
55000000,152263880,5.9,97,38.06168
50000000,287928194,6,100,19.830132
55000000,192330738,7.1,132,79.922059
55000000,154906693,5.6,105,19.738215
53000000,157387195,7,116,20.334629
55000000,307077295,7.7,117,80.581367
55000000,223387299,6.1,98,32.05145
55000000,214015089,5.9,123,15.064058
55000000,198685114,6.4,114,21.272734
30000000,180949000,7.7,111,79.754966
55000000,0,6,97,13.191829
30000000,152159461,7.6,136,50.622607
55000000,63408614,6.1,104,22.787667
55000000,149022650,6.3,104,29.498304
55000000,56932305,6.2,110,25.400935
55000000,121969216,5.8,133,17.231675
55000000,187361754,5.7,94,32.835777
55000000,127906624,6.3,104,17.097041
55000000,1.1e+08,5.7,91,14.414937
50000000,159773545,6.2,114,45.856409
55000000,141047179,5.9,134,7.027139
55000000,41610884,6.7,122,32.657488
50000000,7.5e+07,6.4,109,12.46525
55000000,259207227,7,95,39.882276
68000000,68267862,5.3,98,39.395881
55000000,34234008,6,94,8.634954
80000000,0,6.2,126,7.386394
55000000,33828318,5.1,118,8.802525
0,33472850,5.4,91,10.449975
60000000,118338361,6.4,88,23.700759
55000000,113020255,7.3,141,27.50916
50000000,60209334,5.3,107,20.58862
55000000,18626419,5.7,116,4.366488
70000000,154648887,7,143,18.927463
55000000,74237563,6.6,114,15.274137
62000000,52304001,5.4,93,29.954302
56000000,12923936,6.1,214,4.362535
55000000,11466088,5.2,100,4.700024
55000000,0,5.7,107,12.340384
50000000,80383290,6.2,112,14.808304
57000000,28283637,4.2,95,9.27875
55000000,89519773,6.9,119,22.863516
47000000,0,7.1,133,23.05451
2000000,9250000,7.3,153,23.962109
55000000,6416302,5.3,96,12.669778
54000000,155010032,6.2,117,67.169587
55000000,168167691,7.5,123,41.472404
55000000,9489829,5.2,92,22.503935
54000000,136766062,7.1,162,59.194915
57000000,52034889,6.1,123,22.894898
54000000,130431368,5.4,108,18.600367
54000000,190458706,6.5,127,30.515175
54000000,7266209,3.5,121,9.053456
55000000,9450897,5.7,125,7.768223
46000000,107196498,5.5,99,19.643365
53000000,139804348,7.4,94,45.565918
52500000,179213434,7.4,127,57.374341
75000000,54249294,5.4,89,8.41856
53000000,98837872,6.3,122,46.049902
90000000,65900249,6.7,132,23.9366
53000000,126690726,7.2,109,49.593978
67000000,25037897,6.8,191,16.637642
0,0,5.9,172,1.453765
0,5761917,5.4,124,6.162872
52000000,352114312,7.7,141,73.944049
40000000,132820716,6.7,157,38.306954
52000000,204999686,5.6,106,26.251217
52000000,609841637,6.4,108,30.780599
52000000,216485654,5.7,125,25.41929
50000000,110803676,5.1,104,15.98212
52000000,98126565,7.2,170,40.072583
52000000,75450437,5.9,112,32.015477
82000000,47434430,6.9,118,24.444186
52000000,116112375,7.8,178,40.06688
52000000,52826594,6.1,92,27.916284
52000000,0,5.1,104,15.20707
51000000,149270999,6.1,116,39.001682
51000000,72779000,5.3,90,10.430832
0,47231070,5.1,93,5.952527
50000000,709827462,5.6,130,94.815867
60000000,484409218,7.3,90,67.298732
50200000,127869379,6.5,106,26.60772
48000000,390493908,6.6,143,28.803729
50000000,273552592,6.7,139,27.039636
50000000,549368315,6.3,106,68.87691
50000000,314178011,7.2,139,37.885022
50000000,202292902,7,115,35.537397
50000000,173649015,6,119,38.125008
50000000,171269535,5.6,96,18.121404
50000000,260095987,6.6,112,37.069253
52000000,256271286,7.1,131,30.347332
50000000,177371441,6.3,116,23.854701
50000000,188441614,7,112,52.380982
60000000,223664608,7.2,123,50.163785
70000000,225990978,6.4,104,43.849351
50000000,216972543,6.2,107,45.318703
0,0,6.9,124,16.368283
50000000,242786137,5.8,96,38.616744
50000000,212902372,5.6,125,65.90161
45000000,184376254,7.3,129,45.220386
90000000,161626121,6.7,100,17.457947
50000000,152022101,5,109,10.755847
50000000,120081841,6.5,124,38.629763
50000000,155446362,5.9,121,32.693093
50000000,88715192,5.5,97,18.806031
50000000,161451538,5.4,110,32.233713
50000000,142851197,7,118,37.990705
50000000,200804534,5.2,80,17.667826
60000000,0,5.2,99,9.225166
50000000,110206216,7,133,46.180421
50000000,189859560,6.3,127,30.397496
50000000,222809600,6.8,106,83.295796
50000000,106303988,5.5,98,23.935053
54000000,132511035,7.7,132,84.630969
50000000,88323487,6,115,16.251204
50000000,69834815,6.2,86,9.894346
50000000,66002004,5.1,101,12.050755
50000000,100020092,6,113,11.596207
50000000,224803475,5.7,88,53.02787
50000000,119137784,6.3,124,14.382253
50000000,144492830,5.9,109,43.450266
50000000,9.4e+07,6.3,128,16.871194
50000000,69411370,7,144,42.526529
50000000,97437106,7.3,95,34.890999
45000000,82800000,5.6,105,18.186026
50000000,50068310,6.4,121,13.576765
50000000,48169156,6,125,19.434672
50000000,109423648,7.5,129,62.925175
50000000,97607453,6.3,125,32.927994
0,0,6.1,118,14.837288
50000000,234989584,6.1,113,39.920035
50000000,44547681,6.8,140,28.725621
50000000,160602194,5.8,89,20.566554
50000000,119208989,5.5,104,20.333953
50000000,41482207,6.2,106,33.98637
50000000,83719388,7.2,141,42.472324
50000000,0,5.8,124,15.931084
45000000,129394835,6.1,94,29.880122
50000000,40203020,6.1,108,28.803802
50000000,55495563,6.1,105,14.993459
50000000,4.9e+07,4.5,102,9.114168
50000000,69425966,4.4,92,12.31101
40000000,144056873,6.3,119,41.362082
50000000,49718611,5.9,119,13.298205
40000000,60462347,6.2,99,19.085403
50000000,0,6.3,137,9.622345
50000000,113309743,4.4,115,11.106006
50000000,83761844,5,87,12.25622
50000000,105197635,5.8,129,13.365715
50000000,56714147,6,120,16.167093
50000000,30303072,6,132,23.073933
50000000,82169884,6,121,6.567065
50000000,58900031,5.9,95,6.22577
44000000,63327201,6,125,42.933027
50000000,42792561,6.2,98,19.226763
50000000,26199517,6.1,110,10.089065
50000000,60161391,6,118,13.391833
50000000,42277365,5.6,97,21.637234
70000000,23159305,7.6,86,61.245957
50000000,34808403,7.1,119,25.237969
50000000,25035950,6.6,139,21.589393
50000000,38955598,7.3,130,22.442241
40000000,0,5.4,100,6.004422
50000000,71561644,6.3,114,74.64653
51500000,55112356,7.2,100,35.481169
50000000,44434439,5.8,110,14.723467
60000000,66976317,6.2,148,21.084542
49900000,26121638,5.2,102,21.408222
50000000,38502340,5.8,84,19.267479
50000000,10541523,5.9,114,3.314004
50000000,16671505,5.8,99,21.312186
50000000,10382407,5.5,135,7.44268
22000000,24188922,6.5,108,12.54949
50000000,22944502,6,127,18.394571
50000000,9851610,5.2,95,8.189406
50000000,40828540,5.6,95,27.631262
60000000,60052138,5.6,124,40.721373
55000000,0,5.9,109,11.329727
50000000,55969000,4.7,100,37.253774
50000000,6808550,5,88,6.397388
60000000,0,5.4,105,2.275331
50000000,28931401,5.3,105,30.387148
50000000,12764201,3.9,97,8.139676
49000000,72700000,5.7,87,21.746245
49000000,20423389,6.2,104,2.808428
50000000,36348784,7.2,116,31.02233
48000000,207515725,6.9,147,25.170217
48000000,474171806,7.6,127,80.972475
0,68929150,6.5,130,26.38704
49000000,104399548,6.6,120,116.700319
73000000,151493655,6.5,118,33.884459
48000000,196397415,6.5,111,53.043124
0,0,4.3,0,0.716764
75000000,1.08e+08,6.6,114,34.973086
50000000,3324330,6.1,137,40.371098
48000000,85498534,6,112,18.60049
48000000,50315140,7.1,120,30.920075
0,0,6,118,11.940711
48000000,90383208,5.6,93,19.348007
58000000,25928721,6.6,127,8.59075
55000000,70016220,6.9,122,48.801089
48000000,325771424,6.1,109,88.844777
48000000,77745568,6.5,123,16.000178
47000000,102825796,5.7,96,19.525659
0,528972,6.6,101,1.246883
47000000,103738726,5.9,103,7.859226
48000000,124305181,6.6,113,18.102572
48000000,35743308,6.5,132,7.226115
15000000,125212904,7.2,93,63.071046
0,0,7.7,167,24.132271
47000000,38085778,4.6,75,10.410933
47000000,12379402,5.7,104,6.067212
38000000,299288605,6.3,105,15.401855
0,0,5.5,102,10.698929
46000000,113714830,6.8,118,41.322708
46000000,1.5e+08,7,111,25.6713
47000000,10539000,4.4,80,22.581313
46000000,100860818,6.2,117,12.971122
45000000,1.81e+08,6.4,86,26.721386
25000000,15436808,6.6,127,24.672234
46000000,5200000,6.5,140,0.146783
46000000,341631208,5,91,28.964162
45000000,376141306,6.1,91,49.353524
48000000,220673217,5.8,84,36.585509
45000000,2.12e+08,6.1,111,32.624355
45000000,101702060,5.8,93,53.090422
40000000,95149435,6,113,30.002907
45000000,195268056,6.3,141,17.923254
45000000,117615211,6.4,119,17.746719
45000000,175372502,7,97,31.305336
45000000,178051587,6.3,117,19.637704
43000000,154749918,5.6,101,10.411996
46000000,122126687,7.9,153,88.496873
45000000,104876233,7.3,122,52.081131
45000000,90683916,6.9,102,30.816341
45000000,141220678,5.4,83,35.376971
45000000,165184237,6.5,103,17.047276
45000000,131183530,6.5,120,43.815492
30000000,76669806,7.3,136,23.234651
45000000,94935764,5.9,89,17.270539
45000000,136885767,4.7,89,27.684779
45000000,113916474,5.8,100,26.79781
40000000,244931766,7,135,37.073127
120000000,363258859,6.8,95,87.350802
35000000,74558115,6.6,122,26.134678
45000000,170362582,5.5,110,16.582709
45000000,53854588,5.9,135,10.731574
0,0,6.2,111,2.094151
45000000,56070433,5.6,95,8.99269
50000000,104478416,6.6,109,51.742065
0,0,4.3,93,7.157635
45000000,148412065,6.1,94,12.06538
40000000,123494610,6.6,117,44.120328
45000000,38399961,6.4,112,6.156015
45000000,0,6.1,111,12.362876
45000000,0,5.9,96,11.095914
45000000,82966152,6.2,131,31.856589
25000000,56422687,6.1,94,24.459948
40000000,160583018,6,88,28.029015
50000000,55181129,5.5,88,20.239061
40000000,30925690,6.5,137,25.876582
0,0,7.1,133,11.872841
35000000,75225693,6.7,119,20.360549
55000000,65664721,6.2,105,32.31022
70000000,72108608,5.4,101,27.568194
45000000,0,4.7,92,6.250282
45000000,0,5.5,117,11.120344
45000000,57881056,5.3,86,13.707183
35000000,29400000,6.5,123,12.495436
45000000,38058335,6.1,134,6.803965
45000000,17300889,4.7,100,9.025236
57000000,0,5.8,117,7.524671
44000000,13681765,7.1,192,3.770161
45000000,60222298,6.7,128,21.118196
45000000,11203026,6,106,6.513856
45000000,9323833,6.3,160,11.387408
110,0,6.6,114,9.950505
45000000,42487390,5,99,14.813057
40000000,8493890,6.3,85,5.201688
45000000,4607608,6.4,139,5.361699
45000000,2154540,4,103,3.848893
45000000,160078586,6,101,35.6585
65000000,73706,2.3,87,5.258726
44500000,232324128,7.1,120,62.01056
44000000,368875760,7.2,130,54.884297
40000000,1.36e+08,5.5,110,33.747825
44000000,165615285,7.3,147,16.245068
44000000,300400432,6.3,96,38.653969
44000000,0,5.5,118,3.937352
2600000,84300000,6.9,88,46.007991
44000000,3484331,6.4,219,5.380124
50000000,111340801,6.4,106,49.020045
40000000,34227298,5.6,109,24.821138
43000000,80049764,7,136,19.043286
43000000,0,6,103,5.418921
45000000,50871113,6.6,103,25.999888
43000000,68696770,5.3,84,18.65632
42000000,270248367,6.6,154,23.736535
44000000,48190704,6.8,99,21.75433
40000000,51070807,6.3,93,44.094856
42000000,201585328,6.7,109,62.714026
42000000,363889678,7,124,28.969151
45000000,224834564,6.5,84,31.789029
42000000,171963386,5.8,90,33.238296
40000000,70100000,5.4,117,6.420434
43000000,158674180,6.5,117,37.654688
31115000,7.1e+07,6.7,248,13.244365
0,73100172,6,105,26.799913
42000000,63781810,6.1,115,14.046705
42000000,0,6.5,126,3.844926
32000000,55157539,6.1,119,14.733513
42000000,0,5.4,83,16.122168
32000000,156167015,5.9,133,28.22119
42000000,89162162,5.6,100,45.151657
60000000,56359980,5.7,120,15.205371
48000000,20915465,4,104,14.587367
42000000,24127895,7,122,34.828241
31000000,177394432,7.2,99,23.607392
40000000,36893721,5.3,91,19.438503
44000000,12342632,6.1,112,74.168016
42000000,11087569,6.3,100,7.349497
33000000,1.4e+07,6.8,100,7.663515
41000000,2.15e+08,6.8,110,32.798571
0,0,5.3,100,5.794466
65000000,117487473,6.6,132,36.670399
41000000,0,5.3,88,14.653718
40000000,672806292,7.7,107,73.085576
42000000,46221189,6.2,102,34.041407
41000000,7448385,5.6,100,9.419726
8000000,90815558,6.9,126,28.456572
40000000,251171807,6.8,138,49.664128
40000000,317375031,6.7,108,36.238968
70000000,177841558,6.2,105,19.439386
40000000,3.32e+08,7.4,108,43.345252
40000000,126546825,6.3,89,115.241998
40000000,571006128,5.2,125,98.755657
38000000,197011982,4.7,84,21.998734
40000000,152266007,7,149,25.219805
40000000,190212113,6,98,26.516624
40000000,149295601,7.4,121,37.084384
40000000,107458785,6.7,128,21.661028
40000000,320170008,7,134,68.794673
40000000,224920315,7.1,120,69.27822
40000000,177259441,6.2,129,26.253357
45000000,178262620,5.3,83,32.549282
40000000,161834276,5.7,116,24.992057
40000000,244527583,7.1,118,45.769562
40000000,111811453,5.9,100,36.301202
40000000,215862692,7.1,128,45.022964
40000000,129540499,6.6,123,22.853006
40000000,95020213,6.8,128,31.884559
40000000,128798265,7,139,31.385257
40000000,169837010,5.4,110,67.767785
40000000,120455994,6.7,120,24.287306
35000000,194564672,7.1,121,53.114573
40000000,124827316,6.1,102,25.136082
40000000,75505856,7.1,112,37.776566
40000000,124731534,7.2,152,21.743321
40000000,158733820,7.2,124,66.003433
40000000,151161491,6.2,90,24.862767
41000000,91636986,6.5,105,25.391899
40000000,141069860,5.7,114,29.854773
40000000,205405498,7.5,189,26.82041
40000000,138259062,5.4,99,17.61292
57000000,147845033,5.8,123,21.021809
20000000,136267476,6.1,102,52.571674
40000000,196781193,6.2,109,34.519636
40000000,186167139,5.4,82,32.478077
40000000,165478348,7.2,141,48.445978
40000000,91753202,6,106,24.012986
40000000,90029656,5.9,109,17.869443
50000000,170128460,5.9,107,14.231899
40000000,54682547,6.2,110,23.088571
40000000,87840042,5,96,19.833664
35000000,75395048,7.3,131,26.595983
40000000,85412898,7,119,26.072228
30000000,130786397,6.5,113,38.643914
40000000,109676311,8,130,74.440708
42000000,107670357,6.1,108,82.185281
40000000,74597643,5.7,89,18.14218
40000000,120175290,7.3,139,41.570047
40000000,191185897,6.2,130,23.331459
40000000,126248813,6,107,47.649554
0,0,5.8,116,7.519433
40000000,92913171,6.4,96,32.908414
40000000,114830111,6.5,99,29.88736
43000000,91974818,6.4,104,29.105407
0,51854875,6.5,105,16.394452
40000000,84601681,6,101,19.574774
40000000,67347013,6.8,134,14.199933
40000000,45916769,6.7,135,12.229516
40000000,141591324,5.8,98,27.303608
36000000,7.4e+07,6.8,155,3.698276
40000000,0,5.8,106,7.021871
40000000,41797066,4.9,94,39.381913
40000000,0,5.4,95,14.398356
65000000,0,5.7,103,8.680334
40000000,145896422,6.2,96,17.659032
40000000,97552050,6.5,104,43.151268
40000000,41863726,5.4,95,15.283444
40000000,97138686,6.1,111,35.21926
40000000,96618699,6.1,123,25.580272
38000000,34416893,6.7,140,10.794175
40000000,126069509,5.3,97,72.641296
40000000,36037909,5,94,3.415534
47000000,157887643,5.9,92,38.555482
0,0,5.3,102,6.786117
40000000,55707411,7,122,24.313684
30000000,50451307,5.9,103,9.965073
40000000,0,5.5,102,15.055732
0,0,5.8,116,32.808675
25000000,48063435,5.4,108,8.178203
40000000,55247881,6.9,129,31.066874
40000000,58785180,6.1,102,22.491388
40000000,46442528,6.3,117,12.885985
40000000,30199105,5.6,117,7.832337
40000000,31670620,6.7,135,10.433667
40000000,0,4.9,107,3.321949
75000000,2.9e+07,5,90,4.842626
40000000,49627779,4.6,96,13.210898
40000000,27053815,5.2,104,3.296933
35000000,0,6.4,115,22.939557
40000000,65754228,6.4,119,19.372805
40000000,62771059,5.4,99,13.445697
500000,3e+06,7.2,110,17.002096
40000000,24332324,5.9,128,4.516953
40000000,60965854,6.5,108,33.785969
40000000,38172500,6.9,86,16.059443
40000000,22433915,5.7,108,3.476966
0,0,5.9,128,5.778724
40000000,46546197,4.7,84,7.360793
0,0,6,111,3.621837
45000000,20350754,4.9,128,14.513305
40000000,60474340,6.5,123,22.364549
40000000,0,5.7,101,6.90894
63600000,19412993,4.8,102,4.494788
42000000,180274123,7,113,47.559928
55000000,14375181,4.2,107,2.410546
40000000,46471023,7.5,87,41.258956
40000000,16872671,5.7,103,8.980846
40000000,14358033,5.7,99,7.222985
10000000,173921954,7.8,122,73.720244
0,0,5.5,91,10.0403
60000000,13395939,5.6,103,15.219263
40000000,24719215,6.6,107,8.303696
38000000,28121100,5.9,106,4.746085
40000000,18902015,3.2,101,6.756886
40000000,28169671,5.5,109,16.424807
40000000,19322135,5.9,89,15.590001
0,0,6.3,103,5.483671
0,0,5.2,115,1.630541
45000000,10667893,4.2,82,14.566664
33000000,20645327,6.5,108,28.353517
40000000,0,6.1,102,9.579975
40000000,10959475,5,93,2.911819
0,0,4.8,88,10.844882
50000000,32017803,7,107,51.502884
40000000,22044277,6,91,13.119133
40000000,0,5.4,94,4.238482
40000000,13644292,5.5,115,26.935458
40000000,23937870,5.1,93,16.282962
20000000,117760134,6.6,105,31.690456
20000000,7563728,6.2,107,17.842246
0,0,6.6,101,8.048305
30000000,0,7.1,111,14.188982
40000000,0,6.3,126,6.884467
25000000,0,4.3,112,8.212018
39200000,86758912,6.7,126,64.238688
25000000,0,6.5,90,17.375562
0,0,5.9,90,6.7698
15000000,9.4e+07,7.3,102,44.690107
40000000,1e+08,7.5,159,16.254032
39000000,101229792,6.7,107,37.492928
0,69485490,5.8,102,18.678415
39000000,35287788,6.6,87,27.908783
39000000,38869464,7.4,119,45.388937
39000000,6614280,4.5,106,2.817364
39000000,75850624,5.3,125,22.164202
40000000,44907260,6,113,21.362949
80341000,127814609,7.1,150,14.8375
30000000,180622424,6,108,18.256028
38000000,205298907,6.4,96,22.332927
0,0,5.5,90,5.417787
38000000,119723358,5.3,100,24.085144
38000000,1.2e+08,6.4,118,14.779041
3860000,64076736,6.3,130,19.947265
38000000,114156230,6.7,120,16.801218
40000000,0,6.8,88,5.057695
50000000,73956241,7.2,146,20.825781
38000000,51801187,6.2,114,11.500783
35000000,0,5.7,123,13.932203
38000000,107597242,5,94,41.258487
53000000,29700000,5.6,102,6.454634
38000000,0,5.5,99,5.257009
38000000,58401898,6.3,133,30.359164
38000000,17380126,5.7,118,3.426555
57000000,16991902,6,105,11.60815
10000000,47536959,6.9,110,18.664624
38000000,10300000,6.3,129,10.047579
15000000,19629760,7.8,109,52.731379
38000000,98337295,6.2,119,46.630062
37000000,6482195,5.8,118,4.131546
0,0,5.4,110,5.641978
55000000,17869048,6.2,90,23.465539
32000000,28258060,7,137,25.682509
38000000,5410749,4.3,93,6.760922
40000000,9793496,7.1,130,3.87823
38000000,109906372,5.6,112,57.889964
37000000,173567581,7.3,133,57.773583
37000000,154026136,7,125,24.218358
40000000,79700000,5.8,110,27.009723
37000000,163720069,6.5,96,31.941347
37000000,100076342,5.6,96,14.353279
38000000,90247624,7.7,123,33.003828
37000000,48451803,7.5,188,30.993736
30000000,55583804,5.3,107,25.825771
38000000,112343513,5.9,110,46.078371
37000000,95404397,6.7,113,6.63839
37000000,392616625,5.8,122,127.084938
36000000,102244770,7,116,27.465433
65000000,117758500,6.1,93,16.865782
37000000,269994119,6.8,110,100.348805
36500000,21834845,5.3,115,2.785832
36000000,50159144,6.6,95,9.176339
36000000,1.6e+08,5.8,134,23.380757
36000000,64572262,6,101,33.926473
36000000,52424533,6.7,107,6.967857
42000000,32168970,5.4,124,11.470135
36000000,44350926,5.8,109,19.854932
37000000,26250020,5.2,105,29.652536
0,0,6.2,130,8.102925
0,0,6.3,127,2.79483
37000000,96047633,5.8,114,11.492474
36000000,12532777,7.5,106,70.398356
36000000,3003296,4.6,95,1.068453
37000000,63800345,5.2,81,6.293217
0,0,5.3,95,3.457194
35000000,459270619,7.2,100,82.21166
36000000,156844753,6.5,105,19.167377
33000000,310940086,6.2,95,18.316151
35000000,411348924,7,126,44.104469
0,0,5.9,112,6.668679
35000000,321731527,6.4,118,36.172182
29000000,309208309,7.2,129,25.767395
35000000,147934180,5.5,88,21.543389
35000000,1.17e+08,6.5,98,50.309843
38000000,252276927,7.2,110,49.292384
35000000,326551094,7,109,83.893257
35000000,1.39e+08,6.2,132,24.616634
35000000,173965010,5.6,111,34.005726
35000000,182300000,7,128,27.714043
35000000,69823199,6.5,123,45.149948
35000000,140795793,5.9,125,72.774941
35000000,68915888,5.5,105,3.74263
27000000,231976425,7,162,29.381878
35000000,126216940,7.7,138,24.860326
35000000,86369815,5.8,100,11.041659
35000000,0,6.3,90,11.897925
35000000,113374103,5.5,108,23.607071
1800000,25504513,7.2,91,38.204158
33000000,104155843,6,107,25.413955
0,0,6.3,132,28.98027
35000000,60251371,6.8,123,9.525037
34000000,95608995,6,90,18.39217
32000000,52277485,6.8,109,9.254647
35000000,150483765,6.5,109,40.526587
35000000,108758521,5.6,91,50.179171
35000000,112544580,7.3,125,31.957947
34000000,48169908,7.2,202,19.822791
35000000,88058786,5.6,134,38.429648
35000000,92219310,5.2,88,13.707843
35000000,91353501,6.2,92,51.927471
35000000,69307224,5.2,91,14.503568
0,0,5.2,80,6.74556
30000000,58405313,5.8,98,11.120167
35000000,41954997,7.4,127,40.370442
33000000,102984862,6.4,100,40.715623
10700000,122200000,7,114,36.230204
0,0,6,104,23.666229
35000000,85416905,5.2,100,25.903237
40000000,173930596,6.7,109,60.231382
35000000,77477008,5.7,106,18.38292
35000000,59901913,5.9,112,14.029012
0,0,5.1,95,15.913783
35000000,35323292,6.9,102,6.889633
35000000,99423521,4.1,102,19.286099
35000000,120072577,8,150,50.587541
35000000,0,6.4,101,3.721272
40000000,68766121,5.5,113,17.157738
27000000,115505027,6.7,104,22.636908
35000000,84606030,6,137,28.069419
35000000,72436439,6,110,19.774543
35000000,45479110,5.4,101,11.644243
35000000,57120318,5.9,108,27.934978
35000000,32483410,5.9,101,12.677505
35000000,40263020,6.3,112,8.737058
35000000,27107960,6.1,111,12.343507
35000000,36098382,5.8,102,14.699342
45000000,30353232,5.1,101,14.513243
35000000,25105255,6.3,155,5.525544
8900000,4100000,5.6,93,15.079993
35000000,93246388,6,109,23.835055
35000000,0,6.1,140,5.926966
30000000,68369434,5.5,104,25.454549
31000000,27388767,5.9,96,22.71592
35000000,50363790,7,123,35.120736
35000000,82087155,5.6,106,19.893646
35000000,19478106,5.2,76,14.051852
35000000,0,6.9,111,9.011729
35000000,25871834,4.9,85,19.088655
56000000,19701164,5.7,109,29.490057
35000000,19294901,5.1,97,11.195593
35000000,31083599,6.2,91,17.709888
35000000,51680201,5.4,87,18.262017
35000000,29882645,6.5,132,10.10364
35000000,46216641,5.7,118,28.670477
31000000,41512007,6,98,16.736734
35000000,39340177,4.6,92,13.668633
30000000,0,5.3,93,9.780588
27000000,16519460,5.8,117,9.904881
35000000,63215872,6,92,9.789027
35000000,0,5.7,115,6.81729
35000000,18317151,6.6,96,10.73522
0,0,6.4,111,11.1399
35000000,13678913,5.7,94,6.727949
35000000,27409889,7,105,16.343317
40000000,12206028,5.3,101,14.818718
32000000,54674226,6.5,139,43.862456
33000000,0,4.7,91,2.706207
35000000,17508518,5.5,110,27.903999
35000000,11560806,4.8,102,3.746806
20500000,10089373,5.6,102,17.112498
35000000,12506188,4.9,83,10.304172
35000000,61181942,6.9,123,37.335721
0,0,4.7,103,0.912395
35000000,42064105,6.5,118,16.782471
35000000,4651977,6.6,114,3.503408
35000000,0,7.7,180,9.122828
35000000,0,6.6,121,5.419181
35000000,16838910,6.2,114,9.07278
35000000,0,7.4,173,2.864979
35000000,1.5e+07,6.7,135,2.877488
38000000,635096,6.6,138,5.516207
0,25147786,7,148,13.930763
35000000,10496317,5.8,93,20.27704
0,0,0,100,0.126738
34000000,348319861,7,113,131.815575
35000000,14431253,5,91,16.832312
34000000,32255440,7,139,9.133747
35000000,15304890,6.8,96,24.606012
70000000,11263966,5.3,101,3.276912
35000000,2106557,5.1,96,16.830184
41677699,187479518,7.5,100,39.58676
34000000,63013281,7.3,128,41.946523
75000000,19598588,5.4,109,20.697556
34000000,0,5.3,114,1.656695
35000000,0,5.4,106,17.932561
35000000,27330000,6.5,141,15.50957
32000000,40382659,7.1,195,4.602185
40000000,243240178,7.1,138,40.379966
50000000,79958599,5.3,101,12.601306
30000000,173959438,5.6,98,24.389194
34000000,0,6.3,85,12.867326
30000000,64626786,4.8,89,23.328823
33000000,140470746,6.7,99,29.775441
33000000,62022014,5.1,105,19.642328
33000000,0,4.9,96,7.339908
33000000,54700105,6.1,124,35.099611
30000000,27610873,6.6,118,16.541791
30000000,40346186,6.3,94,31.92695
33000000,0,5.7,124,9.060642
32350000,572700000,7.9,135,46.509071
30000000,22211426,5.8,108,21.538222
32000000,113019290,7.2,124,33.923786
35000000,24159934,5.3,98,20.908494
32000000,173398518,6.4,97,16.901954
32000000,152036382,6.2,123,15.039407
33000000,0,5.3,99,13.655735
0,60328000,6.7,101,21.620317
32000000,80197993,5.6,92,14.642055
