"","budget","revenue","vote_average","runtime","popularity"
"3029",10000000,16153593,6.3,129,3.079862
"3030",0,0,6.1,81,8.288813
"3033",10000000,15795189,6.6,99,2.959547
"3034",25000000,15156200,6,110,4.068107
"3037",10000000,0,8,92,7.944457
"3038",10000000,0,5.4,90,3.352702
"3039",0,0,5.6,76,5.856363
"3042",10000000,0,8.1,104,1.000178
"3044",0,0,6.1,108,1.83428
"3046",10000000,12827813,7.4,89,18.366362
"3047",10000000,10571408,6.4,98,6.736274
"3049",30000000,9898412,6.2,100,5.671691
"3050",0,0,5.3,89,5.842299
"3051",10000000,8801940,6.4,114,9.525626
"3052",10000000,6110000,5.1,90,14.038512
"3053",0,0,6.8,97,9.177896
"3056",10000000,9636289,6.3,101,30.863082
"3057",0,6861102,5.9,87,10.254807
"3059",0,6842058,5.9,94,16.361743
"3060",10000000,0,5.5,74,1.374409
"3063",0,0,5.5,96,0.753481
"3072",0,0,6.9,120,5.355763
"3074",11500000,3275585,5.7,100,4.850402
"3075",10000000,3193102,6.6,89,8.902102
"3077",10000000,5164404,6.4,140,3.007816
"3078",0,0,6.8,92,1.610132
"3080",10000000,0,4.4,97,3.919057
"3081",0,0,6.3,135,2.23411
"3083",14000000,439564,6,118,0.310513
"3084",10000000,7587485,5.8,97,19.263477
"3085",10000000,1759252,7,98,4.123533
"3087",10000000,1631839,5.4,101,3.988432
"3088",0,0,6.8,132,5.099923
"3091",10000000,0,6.2,87,4.176066
"3092",10000000,3665069,6.5,102,16.436178
"3093",10000000,7022728,6.1,96,14.979375
"3094",0,0,6.8,104,8.045488
"3095",0,0,4.9,93,8.312153
"3097",0,0,6.3,119,0.111313
"3098",10000000,598645,4.8,89,4.570043
"3099",5000000,1296184,5.6,106,6.265659
"3101",10000000,0,5.5,93,3.412162
"3102",0,0,6.4,105,0.627964
"3103",0,0,6.5,103,5.75555
"3105",7700000,1072602,5.9,123,7.554799
"3106",10000000,0,6.3,111,2.85283
"3109",0,0,6.4,96,12.898984
"3110",10000000,0,6,82,2.803642
"3111",0,42145,6.4,110,6.085879
"3112",0,126247,4.1,83,11.946898
"3114",10000000,0,5.8,125,0.072085
"3115",10000000,0,6.2,104,2.849895
"3116",10000000,45779,3,86,0.666218
"3119",0,0,4.7,90,10.955567
"3120",0,140987,5.8,94,0.122874
"3121",10000000,17472,5.1,111,5.145655
"3122",10000000,9069,7,85,1.728816
"3123",10000000,0,3.9,93,3.064563
"3124",14100000,0,5.7,107,9.318033
"3125",0,0,5.4,94,7.245108
"3126",0,0,6.4,91,9.085482
"3127",0,0,5.6,99,6.814247
"3129",0,0,6.1,117,4.481897
"3130",0,0,6.5,85,1.413934
"3131",10000000,0,6.4,106,2.574014
"3132",10,11,6.9,85,1.617943
"3134",10000000,0,4,90,5.099472
"3136",0,0,5,85,0.304566
"3137",10000000,0,7.1,130,11.847324
"3138",10,1e+07,4.9,99,10.013629
"3140",9500000,17164377,6.4,107,19.978021
"3147",10500000,14144000,4.5,98,11.225044
"3148",9500000,0,4.9,87,5.346205
"3151",9300000,0,6.2,90,12.928269
"3152",10000000,0,6.2,89,3.193777
"3153",0,0,6.9,104,5.107235
"3154",10000000,0,5.1,94,10.073144
"3155",0,0,6,131,4.807549
"3158",0,0,7.3,176,5.900535
"3164",10000000,0,5.7,93,10.424596
"3165",7000000,8220215,7,110,7.720692
"3173",9000000,0,6.7,126,7.029126
"3177",0,0,5.8,85,6.904734
"3179",0,0,6.8,114,5.663889
"3181",8500000,19125401,6.4,119,8.775844
"3182",9000000,4777465,6.5,97,2.062087
"3183",9000000,4350774,6,79,8.738737
"3184",0,0,6.8,114,4.976268
"3186",9000000,2955039,6,97,2.365328
"3187",9000000,0,5.5,103,5.2545
"3188",0,0,6.1,92,5.293363
"3189",0,1053788,6.9,119,10.932711
"3190",0,0,7.2,156,9.05029
"3192",0,0,5.1,185,0.843067
"3194",6000000,14348529,5.8,98,5.119593
"3196",9000000,771499,4.8,130,0.717811
"3197",5000000,140666,6.1,86,1.458884
"3198",6500000,0,6.8,130,7.028946
"3199",9000000,1046166,4.5,97,2.009597
"3200",0,0,7,102,7.247023
"3201",0,0,5.6,105,2.351706
"3202",9000000,0,5.8,103,4.799022
"3204",0,0,5.2,76,3.891186
"3205",8800000,0,5.9,90,3.789485
"3208",86000000,14373825,6.3,84,18.172736
"3209",0,0,8,69,1.881466
"3210",9000000,0,5.6,96,6.677926
"3216",0,0,6.1,92,0.702971
"3217",0,0,6.7,99,13.476596
"3220",22000000,5271666,3.4,104,3.809131
"3221",0,0,5.6,101,11.708343
"3222",8000000,0,6.6,135,2.60632
"3223",8500000,4440055,6.8,119,9.230073
"3226",8000000,1997807,7,126,0.034259
"3227",0,0,6.6,128,1.840511
"3231",0,188126,6.7,98,5.897479
"3232",10000000,0,4.3,122,1.465762
"3245",0,0,5.7,108,2.088251
"3247",0,0,5.3,85,8.864368
"3249",0,0,5.6,89,4.293706
"3250",0,0,7.5,80,3.467923
"3253",14000000,18090181,6.4,112,14.730796
"3255",8000000,18948425,6.7,112,4.932893
"3256",8000000,17460020,6.4,82,7.894489
"3259",8000000,16856124,6.1,93,9.799177
"3261",8000000,10629321,5.9,118,13.517017
"3262",0,0,5.7,114,1.353971
"3265",0,8880705,3.9,110,0.269661
"3267",8000000,10130000,5.7,104,11.837067
"3269",0,0,4.9,89,1.569449
"3270",8000000,0,5.5,92,3.535789
"3273",8000000,18124262,7,129,7.235794
"3274",8000000,0,6.9,111,8.204829
"3275",8000000,2275557,5.7,79,8.403859
"3276",0,0,6.3,104,4.221313
"3277",8000000,6491240,6.9,101,13.143045
"3279",0,92,6.9,92,1.939054
"3280",8000000,589304,6.7,106,8.717235
"3281",0,0,4.3,98,0.289433
"3282",0,0,7.3,75,10.621353
"3284",8000000,852872,5.9,112,7.433574
"3285",8000000,458232,5.8,99,4.090382
"3286",0,0,4.9,180,0.812776
"3287",0,0,5.9,109,6.335881
"3288",0,0,7,111,1.278092
"3289",8000000,426224,6.6,91,5.244518
"3290",0,0,5.2,99,1.265683
"3291",8000000,3453043,6.4,98,10.791954
"3292",8000000,0,5.6,95,9.782433
"3293",0,0,6.9,142,4.409263
"3294",8000000,143451,6.3,107,3.942464
"3295",0,0,5.6,105,2.597665
"3296",8000000,53086,5.1,112,6.500835
"3297",8000000,553171,7.8,124,39.338097
"3298",22000000,413454,5.8,97,12.893219
"3300",0,0,4.6,96,2.214925
"3301",0,0,4.3,114,1.86453
"3302",0,2455831,7,93,9.100352
"3305",0,0,5.4,90,5.0005
"3306",0,882290,5.9,100,6.41678
"3311",7700000,0,6.6,110,3.363973
"3318",7500000,4245870,4.5,102,1.369528
"3320",7500000,3347647,6.1,110,0.571663
"3321",8000000,10848783,5.7,92,14.652342
"3322",0,0,5.2,112,1.71729
"3323",0,0,7,103,0.024186
"3325",7500000,0,5.8,101,0.086731
"3326",8000000,5634828,6.2,113,7.802245
"3327",12500000,0,6.4,95,1.589693
"3328",0,0,6,156,0.553752
"3329",7300000,0,7.7,95,24.281951
"3330",0,0,5.6,92,9.983004
"3331",7500000,1.9e+07,7.5,107,25.281197
"3332",7000000,1333124,6.4,117,38.150787
"3334",0,2400000,4.4,100,1.288173
"3343",0,0,4.9,86,11.199544
"3354",0,0,6.8,99,23.413188
"3357",7000000,14702438,6.3,92,5.500324
"3358",0,0,6.6,107,16.754452
"3359",700000,17986781,7.2,103,29.761163
"3360",7000000,14011454,6.2,97,2.772178
"3362",0,0,4,90,0.000372
"3364",7500000,0,6.5,103,6.557643
"3365",7000000,0,5.8,103,9.887662
"3366",7000000,14618727,7,116,8.079046
"3367",7000000,0,7.3,101,21.626288
"3368",7000000,8373585,7,164,14.672151
"3369",7000000,7292175,5.6,96,2.627232
"3371",0,0,6.8,94,2.128211
"3372",0,0,3.8,93,2.881239
"3373",7,5,5.7,90,4.857028
"3374",7000000,4720371,6.7,113,2.206097
"3376",7000000,0,6.4,99,5.091253
"3377",7000000,0,6.1,91,15.212569
"3378",0,0,6.4,96,0.838938
"3379",7000000,2062066,6.1,104,7.051521
"3380",7000000,0,6.2,90,11.400229
"3381",7000000,6038942,7.4,112,21.276864
"3383",7000000,0,5,102,2.932784
"3384",7000000,1246141,4.5,100,2.550045
"3385",7000000,0,6.7,125,5.517597
"3386",0,0,6.2,107,3.829937
"3387",0,0,7.1,107,8.893676
"3388",8000000,0,6,98,9.590373
"3389",7000000,1429299,5.7,106,7.155519
"3390",0,0,2.7,95,0.587276
"3391",7000000,382946,6.7,106,13.635828
"3393",3500000,0,6.2,103,5.038953
"3394",7000000,0,7.7,96,1.498245
"3395",7000000,573335,7.1,103,8.184588
"3396",7000000,453079,5.9,108,2.26778
"3397",7000000,1310673,6.7,170,3.120016
"3398",7000000,46488,6,108,8.207425
"3399",0,0,6.3,120,2.356244
"3401",0,0,5.8,92,0.542814
"3403",7000000,12400000,5.1,76,5.33861
"3407",6900000,7993039,7.4,102,26.181753
"3409",0,0,6.8,96,3.139294
"3410",7000000,0,5.8,94,6.665164
"3411",0,0,6.3,125,2.832628
"3412",0,0,6.7,108,3.528643
"3418",4000000,0,7.8,115,23.604936
"3427",6500000,13368437,5.1,88,11.885221
"3428",6500000,12376563,7,131,12.524953
"3429",0,10,4.1,91,1.537859
"3430",0,0,7,140,3.481517
"3432",6500000,11850214,7,105,24.0034
"3433",6500000,2025032,8,100,2.639106
"3434",6500000,2401510,6.5,116,16.574756
"3435",6500000,1548955,6.8,96,5.483531
"3437",6500000,1521261,7.1,113,8.432401
"3439",0,8159508,7.5,121,11.357474
"3442",10000000,0,7.2,97,13.409125
"3443",4000000,14237000,7.3,91,14.961629
"3453",0,0,6.5,106,3.029944
"3460",0,0,6.7,90,10.982255
"3463",6000000,18197398,4.4,89,12.601677
"3464",12716953,18814720,6.3,113,7.077505
"3465",6000000,18750246,6.6,91,4.053017
"3468",6000000,1.2e+07,5.4,98,3.89204
"3470",5000000,11642254,5.2,96,8.008844
"3471",5000000,9206470,6.5,100,12.68514
"3472",6000000,7518876,8,42,0.041651
"3473",0,0,6.6,122,8.483531
"3474",6000000,6852450,6.1,101,3.561198
"3475",6000000,13231461,6.4,96,14.988746
"3476",0,0,5.5,84,5.754416
"3477",6000000,6670712,6.9,104,6.497285
"3480",6000000,10409377,7.1,97,26.218912
"3482",0,0,5.4,89,9.371534
"3483",5500000,5483299,6.4,120,15.015271
"3484",6000000,4398989,5.5,95,5.696491
"3485",0,0,7.4,95,4.25422
"3486",6000000,3283371,6.9,99,5.411243
"3487",0,0,6.2,96,1.273773
"3488",6000000,2944752,6.6,94,6.27257
"3489",6000000,2025238,6,95,4.148253
"3490",0,0,5.7,84,1.369649
"3491",6244087,638641,7.6,145,14.970654
"3493",6000000,0,6.6,110,12.434688
"3494",0,0,7.2,97,2.507912
"3495",6000000,869325,4.6,107,1.478505
"3496",6000000,399611,4.7,97,0.215464
"3497",0,0,5.7,104,1.229667
"3498",6000000,0,6.2,99,6.903186
"3499",134005,1332231,5.3,104,2.260315
"3500",6000000,0,5.9,97,3.427061
"3501",0,0,6.5,107,0.669169
"3503",6000000,69497,4.7,85,2.404626
"3504",0,25,8,152,0.475748
"3506",0,0,5.4,103,1.734764
"3509",6000000,0,6.3,101,12.099486
"3510",6000000,0,5.2,90,4.957014
"3511",0,0,7.6,240,2.135689
"3512",5952000,2120439,7.1,87,18.119265
"3513",5300000,3897799,7,122,13.034602
"3514",6000000,32251,5.5,86,6.349218
"3515",4000000,530048,6.8,103,5.013575
"3518",0,0,5.5,91,2.204138
"3520",0,0,10,99,0.356495
"3522",0,0,6,141,4.245123
"3523",5800000,7e+06,4.2,95,3.201886
"3524",0,126,4.7,139,0.114342
"3525",5600000,18469680,6.4,85,22.341462
"3526",0,531826,3.9,105,0.305922
"3529",0,0,6.4,116,3.784535
"3530",0,0,7.3,105,10.396305
"3531",6000000,0,5.9,90,33.296684
"3532",5500000,15700000,7.4,105,19.127239
"3534",0,0,6.2,91,2.714043
"3535",5500000,4865000,3.3,95,2.141143
"3536",0,0,7.5,96,20.982455
"3537",4361898,3031801,5.6,92,2.080741
"3538",5000000,2466444,6.2,104,7.79068
"3540",0,0,4.8,99,5.336243
"3542",0,792,7.1,97,32.476098
"3543",5500000,0,5.4,100,3.21392
"3544",2200000,11502151,7.2,157,5.206967
"3545",0,0,6.2,90,1.5846
"3548",0,0,7.3,90,1.391958
"3549",0,15699707,7.1,100,20.821846
"3550",0,0,6,94,9.451228
"3551",0,0,7.3,95,1.688495
"3552",5500000,5e+06,5.9,120,5.033065
"3553",5100000,0,7.2,103,5.934016
"3554",0,0,5.4,130,0.075817
"3579",0,0,4.7,94,3.673566
"3581",0,0,5.4,77,1.88484
"3582",5000000,0,6.1,134,4.227807
"3584",10000000,17273593,5.9,90,15.688439
"3586",0,0,6.4,104,5.769822
"3593",5000000,1.4e+07,4.8,100,12.904615
"3596",5000000,15116634,5,88,9.483717
"3599",0,0,4.3,82,8.309894
"3600",5000000,13269963,6.9,135,5.960149
"3601",5000000,17768757,5.9,88,9.302349
"3602",5000000,0,5.8,89,8.190888
"3603",0,0,6.9,110,5.87193
"3604",5000000,12232628,5.5,107,8.452666
"3606",5000000,16174377,6.5,102,19.336367
"3608",0,14056528,6,118,6.377523
"3611",0,0,6.3,99,5.1299
"3612",4,25,6.2,89,1.199451
"3614",5500000,0,6.2,82,3.7387
"3615",0,0,6.3,92,9.85123
"3616",8000000,3432342,6.7,99,3.03091
"3617",0,0,6.6,106,3.199904
"3618",5000000,0,4.9,90,2.739307
"3619",5000000,7230000,6.4,118,5.348446
"3620",5000000,0,6.7,97,4.070044
"3623",5000000,5321508,8.1,175,49.333137
"3626",0,0,5.2,90,3.562563
"3627",5000000,4074023,5.9,41,4.498368
"3631",0,0,4.6,87,0.805312
"3632",5000000,3049135,7,99,8.753409
"3633",5000000,4842699,5.4,121,3.943706
"3634",5000000,2614773,6,97,9.169411
"3635",5000000,1980338,6,116,2.732031
"3636",5000000,8203235,7.3,101,35.252056
"3638",5000000,2450846,6.6,112,21.343093
"3639",5000000,5129058,6.9,91,10.095184
"3641",5000000,3220371,6.7,95,30.001024
"3642",5000000,0,5.8,88,6.759235
"3644",7000000,560069,6.8,91,11.700578
"3645",6000000,0,5.6,97,2.388683
"3647",0,0,6.6,117,0.888986
"3648",0,0,6.5,94,0.679351
"3649",5000000,5476793,7.3,89,19.940245
"3650",0,0,6.2,92,1.286991
"3652",0,0,5.5,90,1.116206
"3653",5000000,0,4.7,95,3.05434
"3655",5000000,782102,6.2,90,3.792015
"3656",0,0,3.8,95,0.219799
"3657",5000000,0,4.2,91,7.794
"3658",5000000,0,7,107,9.136965
"3660",0,0,5.8,87,7.864905
"3663",5000000,0,7.4,105,10.619574
"3665",0,0,6.1,95,1.985243
"3666",0,0,5,89,0.102003
"3670",0,0,0,0,0.40703
"3672",5000000,0,4.7,88,8.618793
"3673",0,0,3.5,97,2.394613
"3674",0,0,7,120,2.387463
"3675",5000000,17872796,7.1,99,5.461487
"3677",4798235,209696,6.3,107,25.30216
"3679",0,0,6.2,94,3.500741
"3681",0,0,6.3,112,1.435742
"3682",0,0,6.3,98,7.667888
"3683",5000000,0,5.5,81,8.496364
"3684",4700000,8025872,5.9,101,9.617777
"3685",4638783,1.1e+07,7.2,106,4.495256
"3686",4800000,10337387,5.6,90,35.754865
"3687",0,0,4.8,80,0.20323
"3688",4,0,4.6,83,0.28076
"3690",0,0,1,89,0.137535
"3691",4600000,0,7.3,100,6.368933
"3692",4700000,0,5.6,92,0.217538
"3693",4600000,0,5.7,97,3.531877
"3699",4500000,10400000,6.9,116,5.224593
"3700",15000000,13060843,7.2,135,30.196039
"3701",4500000,7011317,6.9,108,15.359952
"3702",4500000,7390108,7.9,102,11.573034
"3704",0,0,6.8,115,0.425551
"3705",4500000,0,7,123,3.819796
"3706",5000000,10429707,5.5,98,10.274542
"3707",6000000,1270522,7.7,113,61.210016
"3708",0,0,6.1,105,0.177356
"3709",4500000,0,7.7,122,0.011697
"3710",2000000,0,6.6,101,6.249262
"3713",0,0,6.2,120,0.774442
"3714",0,0,6,99,8.816995
"3715",4500000,0,7,110,8.48639
"3716",0,623528,6.6,98,5.223096
"3717",0,0,7.7,109,7.759215
"3718",4500000,3606395,5.4,104,14.570359
"3721",4400000,0,6.9,85,3.898737
"3722",0,0,6.7,86,7.315935
"3724",0,0,8.2,199,8.772574
"3725",0,0,5.5,103,6.988357
"3726",3730500,6294161,5.7,112,6.938854
"3727",5000000,0,7,89,11.21273
"3730",3250000,0,6.6,133,2.126139
"3731",0,0,5.9,120,10.142218
"3732",4200000,0,6.1,98,16.536374
"3733",0,0,6.9,93,0.933891
"3737",4000000,0,4.6,90,10.789912
"3743",4000000,187112,5.2,95,40.016306
"3745",4500000,0,4.8,86,2.503612
"3746",4000000,0,6.9,105,4.117968
"3748",4000000,14400000,6.4,105,1.379354
"3750",4000000,13008928,7.1,94,29.852608
"3751",4000000,11744471,7.8,172,35.061467
"3752",0,1e+07,5.8,109,7.288352
"3756",7000000,10229331,5.3,93,2.453459
"3757",6000000,9e+06,5.9,82,1.433692
"3758",32000000,0,6.7,101,9.976428
"3759",4000000,8200000,6.8,124,2.930058
"3760",0,0,5.5,91,7.173059
"3761",0,0,4.8,82,1.735462
"3763",0,0,5.4,87,18.428909
"3764",4000000,0,6.3,110,11.387335
"3769",0,0,3.3,96,0.456485
"3770",4000000,3468572,6.7,110,4.541908
"3772",0,0,5.4,94,3.347885
"3773",4000000,2426851,6.2,90,6.091951
"3774",0,1919197,6.1,96,4.757625
"3775",4000000,1104682,5.9,88,12.062371
"3778",0,0,5.1,87,1.631993
"3779",0,1406224,6.5,83,12.690224
"3780",0,0,5.5,103,8.516229
"3781",0,0,6.5,99,5.90259
"3782",4000000,0,5.2,106,2.866934
"3783",0,641100,6.9,115,9.140936
"3784",4000000,2365467,6.5,118,22.987897
"3785",3000000,302204,7,109,1.204941
"3786",1300000,354704,6.7,102,7.605291
"3787",1500000,0,6,95,2.855963
"3788",0,0,5.8,87,0.502396
"3789",4000000,0,8.1,119,1.771584
"3790",9500000,120000,6.6,104,21.230737
"3791",0,0,6,103,0.068246
"3792",0,0,4.5,93,0.541652
"3794",4000000,0,4.2,100,0.409089
"3795",4000000,146402,7.1,113,3.663108
"3796",650000,33245,6.2,98,12.496261
"3798",0,0,6.4,106,2.611364
"3799",4000000,355688,6.2,119,3.238466
"3802",0,4037782,7.3,120,1.876621
"3805",3950000,8e+06,6.1,127,8.484123
"3806",4000000,0,5.7,103,0.936232
"3807",4000000,0,4.5,93,12.822534
"3808",0,0,6.6,84,4.989985
"3809",4000000,0,4.1,78,1.390659
"3810",4000000,0,5.2,0,1.923514
"3811",0,0,4.4,113,4.118612
"3815",0,0,6.5,98,1.972668
"3816",3800000,14873,6.2,123,3.490215
"3818",967686,4270000,7,101,20.544999
"3820",3500000,44462,6.5,101,8.45342
"3821",3700000,2956000,6.6,102,0.90522
"3822",3800000,0,6,95,2.201678
"3827",5000000,0,5.3,88,1.398981
"3832",3500000,13007551,7.4,134,7.821438
"3833",3500000,12800000,7.4,149,3.281509
"3834",3500000,1.2e+07,6.2,121,2.938973
"3835",3500000,12600000,7.1,116,10.219942
"3837",0,0,5.4,93,0.593068
"3838",3500000,9482579,5.7,96,8.406025
"3841",0,0,4.8,94,3.280081
"3843",0,0,5.4,81,3.115754
"3844",1000000,0,3.8,86,20.466433
"3845",0,0,5.4,105,0.015597
"3846",3500000,4159678,6.7,103,12.982319
"3847",0,0,5.8,104,0.595136
"3848",3500000,113783,6.7,98,3.643608
"3849",3500000,0,5.6,91,6.396936
"3850",0,0,2.9,111,0.909067
"3851",3500000,0,5.2,98,1.348114
"3852",0,0,2,104,0.964802
"3853",0,0,0,200,0.042346
"3856",3500000,0,0,100,1.618138
"3857",3500000,0,3.3,85,4.304341
"3858",3500000,0,5.3,92,3.158056
"3859",0,0,5,86,3.230779
"3860",3440000,0,3.6,90,1.913302
"3865",3000000,3830137,6,92,11.637458
"3866",3300000,13092000,8.3,105,192.528841
"3868",600000,4e+06,6.8,99,4.859873
"3869",3400000,0,6.8,118,6.723057
"3873",0,0,6.7,91,1.814802
"3881",0,0,6.9,101,3.027892
"3883",0,658573,6.1,95,8.825113
"3886",2400000,0,5.7,110,11.753553
"3887",3180000,9644124,8,130,42.868495
"3889",0,0,6.3,115,1.918959
"3891",0,0,7.4,91,5.735912
"3899",3000000,17570324,7.6,108,16.553594
"3900",3000000,18999718,6.2,95,24.393296
"3905",3000000,15369573,4.7,100,1.586598
"3908",3000000,15938065,4.2,87,10.341982
"3909",3000000,1.3e+07,6.4,128,7.924982
"3910",3000000,11718595,6.4,100,1.697846
"3912",3000000,0,7,97,0.720091
"3913",0,0,5.3,84,2.747402
"3915",3000000,1e+07,7.6,186,13.338539
"3916",0,9016377,4.5,94,0.185373
"3917",3000000,9012000,7.3,133,5.344815
"3920",0,0,3.8,95,4.103764
"3921",3000000,7282851,6.3,97,5.003615
"3922",3000000,6804016,5,94,0.019984
"3923",0,0,5.8,86,1.026243
"3924",0,10422387,6.8,115,2.787375
"3926",3000000,0,3.1,82,2.144354
"3928",3000000,0,6,90,5.325156
"3929",3000000,4e+06,7.4,100,23.981601
"3930",0,0,5.2,98,3.107149
"3931",0,0,5.4,95,5.016607
"3934",3000000,3076820,5.9,87,4.337685
"3936",0,4069826,7.2,86,15.492257
"3937",3000000,9879971,6.9,94,2.504169
"3938",3000000,2807390,7.4,139,10.757539
"3939",0,0,6.1,89,1.580027
"3940",2800000,1826705,5.1,102,15.754614
"3941",3000000,14980005,8,120,56.76349
"3942",0,0,6.5,110,3.644872
"3943",3000000,748453,5.7,86,16.900433
"3944",3000000,0,5.2,101,1.569246
"3945",3000000,0,6.5,110,4.682881
"3946",0,0,5.8,87,1.128559
"3949",0,0,4,176,2.857848
"3950",3000000,11947954,5.3,87,20.95282
"3951",0,0,3.7,120,0.18094
"3952",0,0,5.2,94,1.75311
"3953",2700000,0,6.7,98,3.120747
"3954",0,0,6.3,0,0.384496
"3955",0,0,3.9,96,2.504156
"3956",3000000,0,5.8,97,0.431332
"3958",0,0,6.1,88,9.342465
"3959",3000000,3387000,4.9,83,12.564554
"3960",0,0,3,80,0.68822
"3961",0,0,0,90,0.194848
"3962",0,0,5.4,96,2.015525
"3963",3000000,0,5.2,85,2.680629
"3964",0,0,5.3,84,12.036888
"3965",0,0,2.9,80,1.737032
"3966",3000000,0,5.8,90,9.249229
"3969",0,0,4.8,88,1.998826
"3971",3000000,0,2.8,79,1.141463
"3972",0,0,6,88,0.214704
"3973",3200000,0,6.1,95,1.034844
"3976",2900000,5e+06,7.3,136,3.370225
"3977",0,0,4.9,80,5.485217
"3979",3000000,0,4.1,90,3.077885
"3980",3000000,103735,6.6,93,1.781462
"3989",2000000,5364858,5.4,95,15.351412
"3990",0,0,7.6,144,2.436019
"3991",0,0,6.5,112,0.93392
"3993",0,0,9.5,0,0.296981
"3994",0,0,4.9,90,1.776624
"3996",0,0,7,103,0.144031
"3997",2627000,5363000,6,120,0.531444
"4000",2159280,10700000,7.1,80,13.265432
"4001",0,0,7.1,134,11.552247
"4002",0,0,5.3,86,1.73892
"4003",2600000,3166000,7.6,105,0.895946
"4004",2600000,553198,7,92,19.02965
"4005",0,0,7.4,99,0.406645
"4006",2600000,0,5.2,97,3.687574
"4007",2540800,7200000,7.8,103,36.556954
"4008",0,0,7.1,97,0.545825
"4012",2500000,14400000,5,98,12.030456
"4014",2500000,1e+07,7.5,112,6.82919
"4018",2500000,5535405,7.7,105,23.672571
"4019",0,0,6.9,100,0.205034
"4020",0,0,6.7,107,5.581743
"4021",0,0,6.8,91,2.487255
"4022",0,0,5.2,102,0.262135
"4023",2500000,3325038,6.8,85,23.419061
"4026",0,0,7.2,101,9.774126
"4027",0,0,7,90,0.197469
"4028",0,0,7,100,0.142255
"4029",2500000,71904,7.1,100,0.301884
"4030",0,0,5.5,80,0.424957
"4031",14000000,0,6.1,106,3.393648
"4032",0,0,6.1,103,5.025938
"4033",2500000,107559,6,90,4.624691
"4035",0,0,5,89,0.630226
"4036",2500000,0,4.9,87,4.270489
"4037",35000000,0,4.8,94,3.674294
"4038",2400000,5731103,7,120,4.623059
"4039",0,0,4.8,101,1.946715
"4040",30000000,495303,6.3,84,27.940093
"4041",2500000,0,4.5,110,1.759506
"4042",2380000,8176544,7.4,101,8.395624
"4043",2500000,0,3.1,101,8.248149
"4044",2361000,6892000,7,101,0.628051
"4045",2450000,0,4.6,105,0.500753
"4047",2300000,1.1e+07,6.9,107,1.606314
"4048",0,0,4.7,91,0.197264
"4049",0,0,5.6,108,5.759493
"4050",2000000,0,6.7,90,6.86302
"4052",0,0,0,90,0.015295
"4055",0,0,6.2,117,2.371477
"4056",0,0,6.6,115,2.470443
"4058",2160000,9132000,5.8,119,0.1813
"4059",2300000,0,5.6,97,2.713171
"4060",0,0,3.5,90,0.258413
"4061",0,0,5.4,90,2.025701
"4062",0,0,5.7,85,2.659804
"4064",0,480811,6.7,113,6.677093
"4065",0,0,7,89,2.526356
"4066",2100000,3330,0,126,0.039007
"4069",0,0,0,0,0.027801
"4070",0,0,5.1,77,2.122451
"4071",0,0,4.1,81,0.803761
"4073",0,0,5.3,96,1.791331
"4074",2000000,18344729,7,89,10.664202
"4075",2000000,14674076,6.6,100,100.876794
"4076",2000000,18016290,6.6,88,13.223111
"4077",2000000,13129846,8,129,22.139842
"4079",0,0,7.2,102,15.046612
"4080",2000000,11540607,7.2,118,15.557144
"4081",2000000,13101672,5.2,85,11.66632
"4085",2000000,9172000,6.5,119,1.867004
"4086",8000000,1477676,7.3,80,13.944645
"4087",0,0,6.6,89,2.304552
"4088",0,6003587,7.1,101,7.792851
"4091",2000000,4601043,6.7,100,20.331593
"4092",2000000,7800000,6.8,118,5.381536
"4093",2000000,13831503,6.8,100,20.834883
"4094",0,13885802,7.6,106,14.045887
"4095",2000000,4e+06,4.8,106,0.483974
"4096",0,0,7,90,9.719094
"4098",6000000,11122090,6.3,96,28.819424
"4099",0,0,7.2,116,18.223139
"4100",2000000,5967038,6.3,120,12.999023
"4101",2000000,2801508,5.6,97,6.728882
"4102",2000000,2506446,4.8,96,1.95686
"4103",0,0,5.9,98,7.151154
"4105",2000000,11125849,7.8,90,14.08251
"4106",2000000,1672730,5,120,0.031947
"4107",2000000,1431623,7.2,102,2.283796
"4108",2000000,1477002,6.8,98,18.224326
"4109",2000000,0,7.6,109,3.43159
"4112",0,0,7.1,99,1.096355
"4113",0,0,5.6,96,1.196943
"4114",2000000,563706,4.6,120,3.125382
"4115",2000000,390659,6.3,104,5.261065
"4116",0,0,6.1,97,6.337735
"4117",0,0,5.2,94,7.359286
"4118",2000000,124494,5.8,91,1.892183
"4119",0,0,0,0,0.001186
"4120",2000000,120620,7.1,90,3.911445
"4121",3800000,111731,5.9,84,2.559806
"4122",0,0,6.3,96,0.744406
"4123",13500000,187674,5.2,129,5.16023
"4124",7000000,1100000,6.7,93,0.253595
"4125",0,0,5,100,0.046868
"4127",0,0,5.5,94,5.563068
"4128",0,0,6.4,95,1.161034
"4129",2000000,54207,5.9,97,7.502934
"4130",0,0,6.1,92,5.350423
"4132",0,0,6,87,6.752141
"4135",0,0,5.3,86,6.632891
"4136",0,0,6.8,120,1.717376
"4137",0,0,6.9,99,4.922397
"4139",100000,95000,5.5,86,7.447714
"4140",2000000,0,5.2,98,9.68793
"4141",2,0,0,NA,0.050625
"4142",2000000,11833696,6.7,82,5.941852
"4143",0,0,3.5,103,0.174311
"4144",0,0,5.8,76,0.361554
"4146",2000000,0,4.4,88,4.346271
"4147",14000000,0,5.6,97,3.419685
"4148",2000000,0,5.7,96,5.100741
