"","budget","revenue","vote_average","runtime","popularity"
"1090",45000000,17300889,4.7,100,9.025236
"1091",57000000,0,5.8,117,7.524671
"1092",44000000,13681765,7.1,192,3.770161
"1093",45000000,60222298,6.7,128,21.118196
"1094",45000000,11203026,6,106,6.513856
"1095",45000000,9323833,6.3,160,11.387408
"1096",110,0,6.6,114,9.950505
"1097",45000000,42487390,5,99,14.813057
"1098",40000000,8493890,6.3,85,5.201688
"1099",45000000,4607608,6.4,139,5.361699
"1100",45000000,2154540,4,103,3.848893
"1101",45000000,160078586,6,101,35.6585
"1102",65000000,73706,2.3,87,5.258726
"1103",44500000,232324128,7.1,120,62.01056
"1104",44000000,368875760,7.2,130,54.884297
"1105",40000000,1.36e+08,5.5,110,33.747825
"1106",44000000,165615285,7.3,147,16.245068
"1107",44000000,300400432,6.3,96,38.653969
"1108",44000000,0,5.5,118,3.937352
"1109",2600000,84300000,6.9,88,46.007991
"1110",44000000,3484331,6.4,219,5.380124
"1111",50000000,111340801,6.4,106,49.020045
"1112",40000000,34227298,5.6,109,24.821138
"1113",43000000,80049764,7,136,19.043286
"1114",43000000,0,6,103,5.418921
"1115",45000000,50871113,6.6,103,25.999888
"1116",43000000,68696770,5.3,84,18.65632
"1117",42000000,270248367,6.6,154,23.736535
"1118",44000000,48190704,6.8,99,21.75433
"1119",40000000,51070807,6.3,93,44.094856
"1120",42000000,201585328,6.7,109,62.714026
"1121",42000000,363889678,7,124,28.969151
"1122",45000000,224834564,6.5,84,31.789029
"1123",42000000,171963386,5.8,90,33.238296
"1124",40000000,70100000,5.4,117,6.420434
"1125",43000000,158674180,6.5,117,37.654688
"1126",31115000,7.1e+07,6.7,248,13.244365
"1127",0,73100172,6,105,26.799913
"1128",42000000,63781810,6.1,115,14.046705
"1129",42000000,0,6.5,126,3.844926
"1130",32000000,55157539,6.1,119,14.733513
"1131",42000000,0,5.4,83,16.122168
"1132",32000000,156167015,5.9,133,28.22119
"1133",42000000,89162162,5.6,100,45.151657
"1134",60000000,56359980,5.7,120,15.205371
"1135",48000000,20915465,4,104,14.587367
"1136",42000000,24127895,7,122,34.828241
"1137",31000000,177394432,7.2,99,23.607392
"1138",40000000,36893721,5.3,91,19.438503
"1139",44000000,12342632,6.1,112,74.168016
"1140",42000000,11087569,6.3,100,7.349497
"1141",33000000,1.4e+07,6.8,100,7.663515
"1142",41000000,2.15e+08,6.8,110,32.798571
"1143",0,0,5.3,100,5.794466
"1144",65000000,117487473,6.6,132,36.670399
"1145",41000000,0,5.3,88,14.653718
"1146",40000000,672806292,7.7,107,73.085576
"1147",42000000,46221189,6.2,102,34.041407
"1148",41000000,7448385,5.6,100,9.419726
"1149",8000000,90815558,6.9,126,28.456572
"1150",40000000,251171807,6.8,138,49.664128
"1151",40000000,317375031,6.7,108,36.238968
"1152",70000000,177841558,6.2,105,19.439386
"1153",40000000,3.32e+08,7.4,108,43.345252
"1154",40000000,126546825,6.3,89,115.241998
"1155",40000000,571006128,5.2,125,98.755657
"1156",38000000,197011982,4.7,84,21.998734
"1157",40000000,152266007,7,149,25.219805
"1158",40000000,190212113,6,98,26.516624
"1159",40000000,149295601,7.4,121,37.084384
"1160",40000000,107458785,6.7,128,21.661028
"1161",40000000,320170008,7,134,68.794673
"1162",40000000,224920315,7.1,120,69.27822
"1163",40000000,177259441,6.2,129,26.253357
"1164",45000000,178262620,5.3,83,32.549282
"1165",40000000,161834276,5.7,116,24.992057
"1166",40000000,244527583,7.1,118,45.769562
"1167",40000000,111811453,5.9,100,36.301202
"1168",40000000,215862692,7.1,128,45.022964
"1169",40000000,129540499,6.6,123,22.853006
"1170",40000000,95020213,6.8,128,31.884559
"1171",40000000,128798265,7,139,31.385257
"1172",40000000,169837010,5.4,110,67.767785
"1173",40000000,120455994,6.7,120,24.287306
"1174",35000000,194564672,7.1,121,53.114573
"1175",40000000,124827316,6.1,102,25.136082
"1176",40000000,75505856,7.1,112,37.776566
"1177",40000000,124731534,7.2,152,21.743321
"1178",40000000,158733820,7.2,124,66.003433
"1179",40000000,151161491,6.2,90,24.862767
"1180",41000000,91636986,6.5,105,25.391899
"1181",40000000,141069860,5.7,114,29.854773
"1182",40000000,205405498,7.5,189,26.82041
"1183",40000000,138259062,5.4,99,17.61292
"1184",57000000,147845033,5.8,123,21.021809
"1185",20000000,136267476,6.1,102,52.571674
"1186",40000000,196781193,6.2,109,34.519636
"1187",40000000,186167139,5.4,82,32.478077
"1188",40000000,165478348,7.2,141,48.445978
"1189",40000000,91753202,6,106,24.012986
"1190",40000000,90029656,5.9,109,17.869443
"1191",50000000,170128460,5.9,107,14.231899
"1192",40000000,54682547,6.2,110,23.088571
"1193",40000000,87840042,5,96,19.833664
"1194",35000000,75395048,7.3,131,26.595983
"1195",40000000,85412898,7,119,26.072228
"1196",30000000,130786397,6.5,113,38.643914
"1197",40000000,109676311,8,130,74.440708
"1198",42000000,107670357,6.1,108,82.185281
"1199",40000000,74597643,5.7,89,18.14218
"1200",40000000,120175290,7.3,139,41.570047
"1201",40000000,191185897,6.2,130,23.331459
"1202",40000000,126248813,6,107,47.649554
"1203",0,0,5.8,116,7.519433
"1204",40000000,92913171,6.4,96,32.908414
"1205",40000000,114830111,6.5,99,29.88736
"1206",43000000,91974818,6.4,104,29.105407
"1207",0,51854875,6.5,105,16.394452
"1208",40000000,84601681,6,101,19.574774
"1209",40000000,67347013,6.8,134,14.199933
"1210",40000000,45916769,6.7,135,12.229516
"1211",40000000,141591324,5.8,98,27.303608
"1212",36000000,7.4e+07,6.8,155,3.698276
"1213",40000000,0,5.8,106,7.021871
"1214",40000000,41797066,4.9,94,39.381913
"1215",40000000,0,5.4,95,14.398356
"1216",65000000,0,5.7,103,8.680334
"1217",40000000,145896422,6.2,96,17.659032
"1218",40000000,97552050,6.5,104,43.151268
"1219",40000000,41863726,5.4,95,15.283444
"1220",40000000,97138686,6.1,111,35.21926
"1221",40000000,96618699,6.1,123,25.580272
"1222",38000000,34416893,6.7,140,10.794175
"1223",40000000,126069509,5.3,97,72.641296
"1224",40000000,36037909,5,94,3.415534
"1225",47000000,157887643,5.9,92,38.555482
"1226",0,0,5.3,102,6.786117
"1227",40000000,55707411,7,122,24.313684
"1228",30000000,50451307,5.9,103,9.965073
"1229",40000000,0,5.5,102,15.055732
"1230",0,0,5.8,116,32.808675
"1231",25000000,48063435,5.4,108,8.178203
"1232",40000000,55247881,6.9,129,31.066874
"1233",40000000,58785180,6.1,102,22.491388
"1234",40000000,46442528,6.3,117,12.885985
"1235",40000000,30199105,5.6,117,7.832337
"1236",40000000,31670620,6.7,135,10.433667
"1237",40000000,0,4.9,107,3.321949
"1238",75000000,2.9e+07,5,90,4.842626
"1239",40000000,49627779,4.6,96,13.210898
"1240",40000000,27053815,5.2,104,3.296933
"1241",35000000,0,6.4,115,22.939557
"1242",40000000,65754228,6.4,119,19.372805
"1243",40000000,62771059,5.4,99,13.445697
"1244",500000,3e+06,7.2,110,17.002096
"1245",40000000,24332324,5.9,128,4.516953
"1246",40000000,60965854,6.5,108,33.785969
"1247",40000000,38172500,6.9,86,16.059443
"1248",40000000,22433915,5.7,108,3.476966
"1249",0,0,5.9,128,5.778724
"1250",40000000,46546197,4.7,84,7.360793
"1251",0,0,6,111,3.621837
"1252",45000000,20350754,4.9,128,14.513305
"1253",40000000,60474340,6.5,123,22.364549
"1254",40000000,0,5.7,101,6.90894
"1255",63600000,19412993,4.8,102,4.494788
"1256",42000000,180274123,7,113,47.559928
"1257",55000000,14375181,4.2,107,2.410546
"1258",40000000,46471023,7.5,87,41.258956
"1259",40000000,16872671,5.7,103,8.980846
"1260",40000000,14358033,5.7,99,7.222985
"1261",10000000,173921954,7.8,122,73.720244
"1262",0,0,5.5,91,10.0403
"1263",60000000,13395939,5.6,103,15.219263
"1264",40000000,24719215,6.6,107,8.303696
"1265",38000000,28121100,5.9,106,4.746085
"1266",40000000,18902015,3.2,101,6.756886
"1267",40000000,28169671,5.5,109,16.424807
"1268",40000000,19322135,5.9,89,15.590001
"1269",0,0,6.3,103,5.483671
"1270",0,0,5.2,115,1.630541
"1271",45000000,10667893,4.2,82,14.566664
"1272",33000000,20645327,6.5,108,28.353517
"1273",40000000,0,6.1,102,9.579975
"1274",40000000,10959475,5,93,2.911819
"1275",0,0,4.8,88,10.844882
"1276",50000000,32017803,7,107,51.502884
"1277",40000000,22044277,6,91,13.119133
"1278",40000000,0,5.4,94,4.238482
"1279",40000000,13644292,5.5,115,26.935458
"1280",40000000,23937870,5.1,93,16.282962
"1281",20000000,117760134,6.6,105,31.690456
"1282",20000000,7563728,6.2,107,17.842246
"1283",0,0,6.6,101,8.048305
"1284",30000000,0,7.1,111,14.188982
"1285",40000000,0,6.3,126,6.884467
"1286",25000000,0,4.3,112,8.212018
"1287",39200000,86758912,6.7,126,64.238688
"1288",25000000,0,6.5,90,17.375562
"1289",0,0,5.9,90,6.7698
"1290",15000000,9.4e+07,7.3,102,44.690107
"1291",40000000,1e+08,7.5,159,16.254032
"1292",39000000,101229792,6.7,107,37.492928
"1293",0,69485490,5.8,102,18.678415
"1294",39000000,35287788,6.6,87,27.908783
"1295",39000000,38869464,7.4,119,45.388937
"1296",39000000,6614280,4.5,106,2.817364
"1297",39000000,75850624,5.3,125,22.164202
"1298",40000000,44907260,6,113,21.362949
"1299",80341000,127814609,7.1,150,14.8375
"1300",30000000,180622424,6,108,18.256028
"1301",38000000,205298907,6.4,96,22.332927
"1302",0,0,5.5,90,5.417787
"1303",38000000,119723358,5.3,100,24.085144
"1304",38000000,1.2e+08,6.4,118,14.779041
"1305",3860000,64076736,6.3,130,19.947265
"1306",38000000,114156230,6.7,120,16.801218
"1307",40000000,0,6.8,88,5.057695
"1308",50000000,73956241,7.2,146,20.825781
"1309",38000000,51801187,6.2,114,11.500783
"1310",35000000,0,5.7,123,13.932203
"1311",38000000,107597242,5,94,41.258487
"1312",53000000,29700000,5.6,102,6.454634
"1313",38000000,0,5.5,99,5.257009
"1314",38000000,58401898,6.3,133,30.359164
"1315",38000000,17380126,5.7,118,3.426555
"1316",57000000,16991902,6,105,11.60815
"1317",10000000,47536959,6.9,110,18.664624
"1318",38000000,10300000,6.3,129,10.047579
"1319",15000000,19629760,7.8,109,52.731379
"1320",38000000,98337295,6.2,119,46.630062
"1321",37000000,6482195,5.8,118,4.131546
"1322",0,0,5.4,110,5.641978
"1323",55000000,17869048,6.2,90,23.465539
"1324",32000000,28258060,7,137,25.682509
"1325",38000000,5410749,4.3,93,6.760922
"1326",40000000,9793496,7.1,130,3.87823
"1327",38000000,109906372,5.6,112,57.889964
"1328",37000000,173567581,7.3,133,57.773583
"1329",37000000,154026136,7,125,24.218358
"1330",40000000,79700000,5.8,110,27.009723
"1331",37000000,163720069,6.5,96,31.941347
"1332",37000000,100076342,5.6,96,14.353279
"1333",38000000,90247624,7.7,123,33.003828
"1334",37000000,48451803,7.5,188,30.993736
"1335",30000000,55583804,5.3,107,25.825771
"1336",38000000,112343513,5.9,110,46.078371
"1337",37000000,95404397,6.7,113,6.63839
"1338",37000000,392616625,5.8,122,127.084938
"1339",36000000,102244770,7,116,27.465433
"1340",65000000,117758500,6.1,93,16.865782
"1341",37000000,269994119,6.8,110,100.348805
"1342",36500000,21834845,5.3,115,2.785832
"1343",36000000,50159144,6.6,95,9.176339
"1344",36000000,1.6e+08,5.8,134,23.380757
"1345",36000000,64572262,6,101,33.926473
"1346",36000000,52424533,6.7,107,6.967857
"1347",42000000,32168970,5.4,124,11.470135
"1348",36000000,44350926,5.8,109,19.854932
"1349",37000000,26250020,5.2,105,29.652536
"1350",0,0,6.2,130,8.102925
"1351",0,0,6.3,127,2.79483
"1352",37000000,96047633,5.8,114,11.492474
"1353",36000000,12532777,7.5,106,70.398356
"1354",36000000,3003296,4.6,95,1.068453
"1355",37000000,63800345,5.2,81,6.293217
"1356",0,0,5.3,95,3.457194
"1357",35000000,459270619,7.2,100,82.21166
"1358",36000000,156844753,6.5,105,19.167377
"1359",33000000,310940086,6.2,95,18.316151
"1360",35000000,411348924,7,126,44.104469
"1361",0,0,5.9,112,6.668679
"1362",35000000,321731527,6.4,118,36.172182
"1363",29000000,309208309,7.2,129,25.767395
"1364",35000000,147934180,5.5,88,21.543389
"1365",35000000,1.17e+08,6.5,98,50.309843
"1366",38000000,252276927,7.2,110,49.292384
"1367",35000000,326551094,7,109,83.893257
"1368",35000000,1.39e+08,6.2,132,24.616634
"1369",35000000,173965010,5.6,111,34.005726
"1370",35000000,182300000,7,128,27.714043
"1371",35000000,69823199,6.5,123,45.149948
"1372",35000000,140795793,5.9,125,72.774941
"1373",35000000,68915888,5.5,105,3.74263
"1374",27000000,231976425,7,162,29.381878
"1375",35000000,126216940,7.7,138,24.860326
"1376",35000000,86369815,5.8,100,11.041659
"1377",35000000,0,6.3,90,11.897925
"1378",35000000,113374103,5.5,108,23.607071
"1379",1800000,25504513,7.2,91,38.204158
"1380",33000000,104155843,6,107,25.413955
"1381",0,0,6.3,132,28.98027
"1382",35000000,60251371,6.8,123,9.525037
"1383",34000000,95608995,6,90,18.39217
"1384",32000000,52277485,6.8,109,9.254647
"1385",35000000,150483765,6.5,109,40.526587
"1386",35000000,108758521,5.6,91,50.179171
"1387",35000000,112544580,7.3,125,31.957947
"1388",34000000,48169908,7.2,202,19.822791
"1389",35000000,88058786,5.6,134,38.429648
"1390",35000000,92219310,5.2,88,13.707843
"1391",35000000,91353501,6.2,92,51.927471
"1392",35000000,69307224,5.2,91,14.503568
"1393",0,0,5.2,80,6.74556
"1394",30000000,58405313,5.8,98,11.120167
"1395",35000000,41954997,7.4,127,40.370442
"1396",33000000,102984862,6.4,100,40.715623
"1397",10700000,122200000,7,114,36.230204
"1398",0,0,6,104,23.666229
"1399",35000000,85416905,5.2,100,25.903237
"1400",40000000,173930596,6.7,109,60.231382
"1401",35000000,77477008,5.7,106,18.38292
"1402",35000000,59901913,5.9,112,14.029012
"1403",0,0,5.1,95,15.913783
"1404",35000000,35323292,6.9,102,6.889633
"1405",35000000,99423521,4.1,102,19.286099
"1406",35000000,120072577,8,150,50.587541
"1407",35000000,0,6.4,101,3.721272
"1408",40000000,68766121,5.5,113,17.157738
"1409",27000000,115505027,6.7,104,22.636908
"1410",35000000,84606030,6,137,28.069419
"1411",35000000,72436439,6,110,19.774543
"1412",35000000,45479110,5.4,101,11.644243
"1413",35000000,57120318,5.9,108,27.934978
"1414",35000000,32483410,5.9,101,12.677505
"1415",35000000,40263020,6.3,112,8.737058
"1416",35000000,27107960,6.1,111,12.343507
"1417",35000000,36098382,5.8,102,14.699342
"1418",45000000,30353232,5.1,101,14.513243
"1419",35000000,25105255,6.3,155,5.525544
"1420",8900000,4100000,5.6,93,15.079993
"1421",35000000,93246388,6,109,23.835055
"1422",35000000,0,6.1,140,5.926966
"1423",30000000,68369434,5.5,104,25.454549
"1424",31000000,27388767,5.9,96,22.71592
"1425",35000000,50363790,7,123,35.120736
"1426",35000000,82087155,5.6,106,19.893646
"1427",35000000,19478106,5.2,76,14.051852
"1428",35000000,0,6.9,111,9.011729
"1429",35000000,25871834,4.9,85,19.088655
"1430",56000000,19701164,5.7,109,29.490057
"1431",35000000,19294901,5.1,97,11.195593
"1432",35000000,31083599,6.2,91,17.709888
"1433",35000000,51680201,5.4,87,18.262017
"1434",35000000,29882645,6.5,132,10.10364
"1435",35000000,46216641,5.7,118,28.670477
"1436",31000000,41512007,6,98,16.736734
"1437",35000000,39340177,4.6,92,13.668633
"1438",30000000,0,5.3,93,9.780588
"1439",27000000,16519460,5.8,117,9.904881
"1440",35000000,63215872,6,92,9.789027
"1441",35000000,0,5.7,115,6.81729
"1442",35000000,18317151,6.6,96,10.73522
"1443",0,0,6.4,111,11.1399
"1444",35000000,13678913,5.7,94,6.727949
"1445",35000000,27409889,7,105,16.343317
"1446",40000000,12206028,5.3,101,14.818718
"1447",32000000,54674226,6.5,139,43.862456
"1448",33000000,0,4.7,91,2.706207
"1449",35000000,17508518,5.5,110,27.903999
"1450",35000000,11560806,4.8,102,3.746806
"1451",20500000,10089373,5.6,102,17.112498
"1452",35000000,12506188,4.9,83,10.304172
"1453",35000000,61181942,6.9,123,37.335721
"1454",0,0,4.7,103,0.912395
"1455",35000000,42064105,6.5,118,16.782471
"1456",35000000,4651977,6.6,114,3.503408
"1457",35000000,0,7.7,180,9.122828
"1458",35000000,0,6.6,121,5.419181
"1459",35000000,16838910,6.2,114,9.07278
"1460",35000000,0,7.4,173,2.864979
"1461",35000000,1.5e+07,6.7,135,2.877488
"1462",38000000,635096,6.6,138,5.516207
"1463",0,25147786,7,148,13.930763
"1464",35000000,10496317,5.8,93,20.27704
"1465",0,0,0,100,0.126738
"1466",34000000,348319861,7,113,131.815575
"1467",35000000,14431253,5,91,16.832312
"1468",34000000,32255440,7,139,9.133747
"1469",35000000,15304890,6.8,96,24.606012
"1470",70000000,11263966,5.3,101,3.276912
"1471",35000000,2106557,5.1,96,16.830184
"1472",41677699,187479518,7.5,100,39.58676
"1473",34000000,63013281,7.3,128,41.946523
"1474",75000000,19598588,5.4,109,20.697556
"1475",34000000,0,5.3,114,1.656695
"1476",35000000,0,5.4,106,17.932561
"1477",35000000,27330000,6.5,141,15.50957
"1478",32000000,40382659,7.1,195,4.602185
"1479",40000000,243240178,7.1,138,40.379966
"1480",50000000,79958599,5.3,101,12.601306
"1481",30000000,173959438,5.6,98,24.389194
"1482",34000000,0,6.3,85,12.867326
"1483",30000000,64626786,4.8,89,23.328823
"1484",33000000,140470746,6.7,99,29.775441
"1485",33000000,62022014,5.1,105,19.642328
"1486",33000000,0,4.9,96,7.339908
"1487",33000000,54700105,6.1,124,35.099611
"1488",30000000,27610873,6.6,118,16.541791
"1489",30000000,40346186,6.3,94,31.92695
"1490",33000000,0,5.7,124,9.060642
"1491",32350000,572700000,7.9,135,46.509071
"1492",30000000,22211426,5.8,108,21.538222
"1493",32000000,113019290,7.2,124,33.923786
"1494",35000000,24159934,5.3,98,20.908494
"1495",32000000,173398518,6.4,97,16.901954
"1496",32000000,152036382,6.2,123,15.039407
"1497",33000000,0,5.3,99,13.655735
"1498",0,60328000,6.7,101,21.620317
"1499",32000000,80197993,5.6,92,14.642055
"1500",32500000,288383523,6.5,125,17.107065
"1501",32000000,126041322,6.3,107,38.21708
"1502",29000000,50041732,6,103,14.993169
"1503",32000000,48814909,7,129,24.147269
"1504",32000000,69055695,6,107,18.47242
"1505",35000000,21819348,5.7,90,18.84332
"1506",32000000,83615414,5.3,107,15.901137
"1507",32000000,147332697,7.1,93,59.19888
"1508",32000000,36733909,6.7,120,14.48851
"1509",30000000,77566815,6.3,101,23.197408
"1510",33000000,9494789,6.7,105,10.651202
"1511",35000000,31755742,5.6,113,10.032626
"1512",0,0,6.3,106,6.048743
"1513",32000000,60740827,6.9,96,34.628738
"1514",32000000,85167639,6.2,87,47.5612
"1515",32000000,18552460,6.3,107,16.473355
"1516",28000000,30016165,5.6,90,6.201404
"1517",32000000,0,6.6,121,15.560918
"1518",32000000,18409891,6.2,111,25.799697
"1519",70000000,53587404,4,90,4.822033
"1520",32000000,0,5.4,110,3.379454
"1521",30000000,27437881,5.3,100,26.9385
"1522",32000000,3566637,7.1,75,4.098444
"1523",0,0,7.2,132,4.901553
"1524",32000000,5914908,5.9,108,5.347936
"1525",32000000,0,5,93,4.120549
"1526",31500000,89460381,8,153,49.973462
"1527",32000000,42045846,6,102,13.611544
"1528",0,106269971,6.9,137,6.775294
"1529",31500000,14708696,5.7,113,27.891012
"1530",31000000,128499205,7,161,13.864975
"1531",31000000,161772375,6.5,138,42.213765
"1532",34000000,210308099,5.9,126,29.887404
"1533",30000000,174600318,8,99,74.417456
"1534",31000000,24185781,6.4,101,7.06762
"1535",31000000,53208180,6.2,103,15.895661
"1536",31000000,68106245,7,118,19.258041
"1537",31000000,104384188,6.2,99,47.753598
"1538",30250000,115101622,6.4,105,15.585138
"1539",45000000,306776732,6.9,113,32.217425
"1540",34200000,234801895,6.1,93,34.86859
"1541",30000000,287553595,6,108,36.432598
"1542",30000000,373554033,7.7,81,73.640445
"1543",30000000,350448145,6.8,116,49.526736
"1544",30000000,196114570,7,104,26.780961
"1545",31000000,15134293,6,105,6.487344
"1546",30000000,136706683,7.4,113,25.996219
"1547",30000000,199200000,7.2,134,46.212155
"1548",25000000,115922175,7.2,132,32.105328
"1549",20000000,167722310,6.2,92,41.156217
"1550",30000000,191502426,6.7,99,37.179547
"1551",30000000,212385533,6.1,90,34.391792
"1552",37000000,165335153,6.5,115,40.176265
"1553",26000000,116400000,6.5,102,10.704596
"1554",33000000,327311859,8.1,127,79.579532
"1555",30000000,210819611,7.3,112,63.13678
"1556",30000000,140161792,6.7,87,27.870755
"1557",25000000,156822020,7.6,138,31.242999
"1558",30000000,216763646,7.7,132,70.456012
"1559",80000000,176885658,6.4,103,29.415229
"1560",29000000,115603229,7.7,123,55.109138
"1561",30000000,160259319,6.1,111,30.695228
"1562",35000000,155545279,6,102,13.788422
"1563",30,103,6,78,4.590277
"1564",30000000,74787599,5.9,132,3.845231
"1565",30000000,160638883,7.2,133,26.952727
"1566",25000000,163670000,6.7,109,33.704181
"1567",30000000,105834556,6.7,125,19.925026
"1568",35000000,116980662,6.4,97,43.742241
"1569",30000000,47042000,6.6,118,46.377628
"1570",0,0,4.9,87,9.166658
"1571",30000000,254134910,6,89,34.36645
"1572",30000000,114281051,5.8,100,12.967137
"1573",30000000,105173115,6.4,111,50.670253
"1574",45000000,92374674,6.7,109,24.694551
"1575",30000000,63833449,5.8,99,11.409124
"1576",0,0,5.8,114,7.922716
"1577",30000000,114663461,5.9,89,33.385429
"1578",19000000,69631118,5.3,95,8.584398
"1579",37000000,96455697,6.3,98,41.569541
"1580",30000000,151119219,7.4,94,43.753585
"1581",0,0,5.5,85,18.568021
"1582",53000000,83282296,7.4,124,28.350529
"1583",80000000,118880016,5.8,131,10.81051
"1584",30000000,70200000,5.6,107,19.578249
"1585",30000000,0,5.7,99,5.73667
"1586",30000000,51132598,6.3,83,28.624038
"1587",30000000,152427960,6,131,27.230493
"1588",30000000,192452832,6.8,85,30.380747
"1589",30000000,156835339,6.9,126,29.489274
"1590",30000000,93772522,5.1,102,8.058109
"1591",30000000,129266061,7.4,123,33.369305
"1592",30000000,0,6.6,105,16.52083
"1593",30000000,45892212,6.2,125,11.19602
"1594",30000000,54819301,4.9,92,14.585968
"1595",40000000,117195061,7.2,77,43.571612
"1596",0,42647449,7.2,118,8.305085
"1597",30000000,84025816,7.2,121,55.424027
"1598",30000000,91709827,7.3,123,65.364452
"1599",30000000,90810892,6.2,99,45.083509
"1600",25000000,65663276,7.4,112,82.052056
"1601",0,0,6.9,111,15.011624
"1602",30000000,159291809,6.6,107,25.060342
"1603",25000000,51842679,5.6,104,11.42943
"1604",30000000,53653224,7.1,113,32.26789
"1605",30000000,75505973,6.2,113,33.394082
"1606",30000000,66486080,6.5,95,73.987775
"1607",30000000,84646831,3.7,84,10.608998
"1608",30000000,38413606,7.2,126,12.821329
"1609",27000000,38122105,6.4,101,30.131498
"1610",25000000,38748395,6.6,94,12.113235
"1611",30000000,63782078,6.5,111,31.191975
"1612",30000000,51376861,3.8,95,11.916389
"1613",30000000,36160375,5.7,98,20.355458
"1614",30000000,82394288,5.8,100,63.848541
"1615",30000000,34742066,6.6,108,8.999675
"1616",30000000,41480851,6.5,125,9.278361
"1617",45000000,0,5.1,94,7.185212
"1618",30000000,48428063,6.6,79,55.806402
"1619",30000000,63372757,6.4,106,48.237797
"1620",0,0,5.9,111,17.943945
"1621",30000000,14460000,6.8,63,19.143721
"1622",19000000,39267515,4.1,85,15.67747
"1623",30000000,29202884,6.3,108,4.52363
"1624",0,31911598,6.4,139,13.064264
"1625",0,0,6.2,127,2.644427
"1626",30000000,24048000,5.4,106,5.301589
"1627",0,60896147,4.8,95,20.252143
"1628",30000000,0,5.9,118,29.359201
"1629",30000000,108609310,5.8,108,20.063165
"1630",35000000,22034832,5.2,111,6.246199
"1631",30000000,53909751,5.7,124,27.71063
"1632",30000000,21800302,5,104,2.850896
"1633",30000000,51148651,6.9,133,34.421696
"1634",30000000,31070211,4.8,87,15.89534
"1635",30000000,35294470,6,109,18.706504
"1636",30000000,19204929,6,87,9.607391
"1637",25000000,17193231,5.2,98,2.77255
"1638",0,0,5.4,99,17.834976
"1639",30000000,102820008,6.6,112,20.236951
"1640",30000000,16930884,5.7,108,16.883429
"1641",35000000,25224242,6.8,126,12.779201
"1642",40000000,26155781,5.5,98,14.729386
"1643",26000000,0,5.5,104,23.227877
"1644",37000000,37962774,5.1,110,11.374306
"1645",30000000,31148328,6.3,130,10.703602
"1646",30000000,15007991,5.1,97,10.756266
"1647",30000000,15368897,5,96,4.352422
"1648",30000000,13001257,6.7,114,9.301562
"1649",17000000,24922237,6,106,18.27083
"1650",30000000,30536013,6.4,135,19.106154
"1651",30000000,0,4,100,5.259585
"1652",0,0,5.4,100,3.226243
"1653",100000000,0,2.9,85,21.677732
"1654",30000000,0,5.7,107,43.882857
"1655",25000000,30114487,4.7,102,12.10235
"1656",23000000,12,6.1,111,3.362045
"1657",30000000,13521829,4.8,86,10.694417
"1658",30000000,18618284,6.7,108,6.353971
"1659",30000000,64352607,6.3,123,37.181019
"1660",30000000,8454301,7.2,134,4.952735
"1661",30000000,62616646,5.5,91,22.975918
"1662",30000000,18195610,5.8,108,8.359599
"1663",18000000,26828365,7.4,122,16.102271
"1664",30000000,0,8.2,229,49.336397
"1665",0,18074539,5.9,118,29.647844
"1666",0,0,6.7,138,12.467267
"1667",0,0,6,108,2.774811
"1668",0,3102550,5.4,80,3.71305
"1669",30000000,35078241,6.3,92,8.386432
"1670",0,0,5,98,3.866026
"1671",21000000,480314,5,87,12.790408
"1672",30000000,14711793,7,160,35.53352
"1673",30000000,108348,5,125,4.065212
"1674",0,0,5.9,91,20.362025
"1675",30000000,0,5.4,92,48.0343
"1676",30000000,2527904,6.4,129,13.268936
"1677",0,0,5.5,93,8.010046
"1678",30000000,0,7,140,12.257654
"1679",27000000,0,3,110,6.036684
"1680",30000000,0,5.8,103,10.958697
"1681",30000000,0,6.4,85,2.625594
"1682",30000000,0,6.6,110,2.981047
"1683",19000000,140752617,5.6,83,66.242737
"1684",29000000,287506194,6.8,115,71.496894
"1685",28000000,186438883,7.3,136,35.580032
"1686",30000000,37036004,5.9,127,8.085872
"1687",29000000,0,5.8,86,10.364582
"1688",0,0,7.2,122,16.87784
"1689",30000000,33013805,6.6,113,18.165957
"1690",29000000,16930185,5,100,8.93941
"1691",29000000,78636257,5.5,91,20.55509
"1692",0,0,6.9,157,3.735723
"1693",0,0,6.3,112,4.310168
"1694",12000000,24829644,4.9,87,12.653831
"1695",29000000,21126225,6.8,103,24.240361
"1696",28000000,504050219,7.4,90,92.982009
"1697",28000000,201634991,7.7,147,61.76233
"1698",28000000,3.33e+08,7.1,118,66.976776
"1699",30000000,100491683,5.7,79,7.981116
"1700",60000000,105178561,6.1,104,21.252797
"1701",29000000,48902953,6.6,110,19.237254
"1702",29000000,98185582,6.2,102,27.555646
"1703",28000000,140767956,7.5,131,66.169628
"1704",28000000,92380927,6.4,99,24.917665
"1705",28000000,133346506,7.3,130,57.518472
"1706",0,0,6.2,120,11.870161
"1707",28000000,64445708,7,135,7.534003
"1708",28000000,102356381,6.8,101,44.529429
"1709",35000000,94728529,5.5,103,14.949395
"1710",30000000,17137302,6.5,115,14.726338
"1711",21000000,71441250,7.4,110,24.13081
"1712",30000000,90259536,7.1,90,45.915165
"1713",28000000,134402450,6.4,105,28.043508
"1714",28000000,195312802,6.3,127,26.090746
"1715",28000000,77516304,6.6,90,14.530803
"1716",27000000,101646581,5.5,99,13.308127
